datetime;open;high;low;close;volume
2018-12-10;5.39500;5.67000;5.22750;5.59625;176468800
2018-12-11;5.86625;5.875;5.51125;5.65625;172163200
2018-12-12;5.90250;6.066250;5.79625;5.79875;169451200
2018-12-13;5.91250;5.98625;5.69000;5.80000;164724800
2018-12-14;5.61125;5.66625;5.33875;5.36250;156177600
2018-12-17;5.30875;5.43625;4.88625;5.016250;200592800
2018-12-18;5.13500;5.25125;4.97125;5.100000;157893600
2018-12-19;5.088750;5.32375;4.61000;4.73125;307862400
2018-12-20;4.68375;4.84750;4.34125;4.54125;320818400
2018-12-21;4.58125;4.67625;4.026250;4.10250;369034400
2018-12-24;4;4.16125;3.79000;3.79875;175600800
2018-12-26;3.91250;4.49250;3.83000;4.48250;378235200
2018-12-27;4.32500;4.55000;4.015000;4.54625;341834400
2018-12-28;4.625;4.76375;4.42125;4.52750;304842400
2018-12-31;4.67000;4.71000;4.50625;4.63000;216966400
2019-01-02;4.34750;4.77875;4.34125;4.69625;271665600
2019-01-03;4.49750;4.55125;4.20375;4.24125;330510400
2019-01-04;4.44375;4.84500;4.39625;4.78375;272964000
2019-01-07;4.80875;5.018750;4.76625;4.93625;213106400
2019-01-08;5.086250;5.13875;4.86250;5.078750;211622400
2019-01-09;5.14000;5.27125;5.075000;5.19875;178098400
2019-01-10;5.080000;5.25375;4.99500;5.24875;175131200
2019-01-11;5.15500;5.20375;5.10125;5.18625;120804800
2019-01-14;5.053750;5.11750;4.98250;5.051250;111383200
2019-01-15;5.11750;5.36500;5.10750;5.33125;145125600
2019-01-16;5.37125;5.48250;5.33500;5.33875;135892800
2019-01-17;5.28750;5.53375;5.25750;5.46375;142040000
2019-01-18;5.59000;5.70125;5.48125;5.61375;166908800
2019-01-22;5.50125;5.51000;5.16500;5.30375;181734400
2019-01-23;5.36875;5.4375;5.12750;5.30875;166093600
2019-01-24;5.35250;5.42750;5.29250;5.40250;128115200
2019-01-25;5.53250;5.64625;5.47750;5.59500;139513600
2019-01-28;5.37625;5.38875;5.25125;5.38875;140359200
2019-01-29;5.39875;5.40125;5.17875;5.23625;122530400
2019-01-30;5.41250;5.69000;5.36125;5.62875;175824000
2019-01-31;5.72750;5.96500;5.71000;5.87625;160575200
2019-02-01;5.79250;5.92750;5.75750;5.80125;141561600
2019-02-04;5.80875;6.020000;5.79250;6.013750;110976800
