ticker;datetime;open;high;low;close;volume;adjclose
AAPL;2015-01-01;27.84749984741211;27.860000610351562;26.157499313354492;26.9375;893572400;23.822437286376953
AAPL;2015-01-08;27.3075008392334;28.3125;27.125;27.450000762939453;1115053200;24.275667190551758
AAPL;2015-01-15;27.5;27.764999389648438;26.299999237060547;27.387500762939453;948012400;24.220399856567383
AAPL;2015-01-22;27.565000534057617;29.530000686645508;27.25749969482422;28.827499389648438;1591688000;25.49387550354004
AAPL;2015-01-29;29.079999923706055;30.127500534057617;28.889999389648438;29.889999389648438;1411945600;26.433507919311523
AAPL;2015-02-05;30.0049991607666;31.229999542236328;29.607500076293945;31.219999313354492;1041651600;27.718671798706055
AAPL;2015-02-12;31.514999389648438;32.220001220703125;31.392499923706055;32.18000030517578;947163200;28.571001052856445
AAPL;2015-02-19;32.119998931884766;33.400001525878906;32.01250076293945;32.1974983215332;1204898800;28.586538314819336
AAPL;2015-02-26;32.1974983215332;32.717498779296875;31.65250015258789;32.1349983215332;1083526400;28.531047821044922
AAPL;2015-03-05;32.14500045776367;32.39250183105469;30.52750015258789;30.559999465942383;1422733200;27.132686614990234
AAPL;2015-03-12;30.577499389648438;32.290000915527344;30.407499313354492;32.11750030517578;1009433200;28.51551055908203
AAPL;2015-03-19;32.1875;32.3125;30.844999313354492;30.844999313354492;946847200;27.385723114013672
AAPL;2015-03-26;30.690000534057617;31.622499465942383;30.649999618530273;31.0625;867723200;27.578832626342773
AAPL;2015-04-02;31.25749969482422;32.029998779296875;31.047500610351562;31.399999618530273;567022400;27.878480911254883
AAPL;2015-04-09;31.462499618530273;32.14250183105469;31.165000915527344;31.69499969482422;654128400;28.140399932861328
AAPL;2015-04-16;31.56999969482422;32.217498779296875;31.114999771118164;32.154998779296875;789879600;28.548810958862305
AAPL;2015-04-23;32.07500076293945;33.6349983215332;32.03499984741211;32.15999984741211;1478244400;28.553247451782227
AAPL;2015-04-30;32.15999984741211;32.64250183105469;30.84000015258789;31.252500534057617;1256434800;27.747526168823242
AAPL;2015-05-07;31.1924991607666;31.905000686645508;31.0049991607666;31.502500534057617;897525200;28.086315155029297
AAPL;2015-05-14;31.852500915527344;32.744998931884766;31.790000915527344;32.51499938964844;861530000;28.98902702331543
AAPL;2015-05-21;32.51750183105469;33.24250030517578;32.279998779296875;33.0099983215332;807428800;29.43033218383789
AAPL;2015-05-28;32.96500015258789;32.98749923706055;32.33000183105469;32.529998779296875;713526800;29.002389907836914
AAPL;2015-06-04;32.39500045776367;32.64500045776367;31.405000686645508;32.220001220703125;887657600;28.726009368896484
AAPL;2015-06-11;32.29499816894531;32.54499816894531;31.427499771118164;31.825000762939453;722712800;28.37384796142578
AAPL;2015-06-18;31.8075008392334;32.45000076293945;31.600000381469727;32.02750015258789;838852800;28.554384231567383
AAPL;2015-06-25;32.21500015258789;32.29999923706055;31.1200008392334;31.649999618530273;799103200;28.21782112121582
AAPL;2015-07-02;31.607500076293945;31.672500610351562;30.635000228881836;30.642499923706055;651919200;27.319570541381836
AAPL;2015-07-09;30.962499618530273;31.787500381469727;29.80500030517578;31.704999923706055;987229200;28.266855239868164
AAPL;2015-07-16;31.934999465942383;33.24250030517578;30.497499465942383;31.30500030517578;1333977200;27.910236358642578
AAPL;2015-07-23;31.549999237060547;31.772499084472656;30.530000686645508;30.747499465942383;832988400;27.413190841674805
AAPL;2015-07-30;30.579999923706055;30.65999984741211;28.024999618530273;28.850000381469727;1479762000;25.72146224975586
AAPL;2015-08-06;28.99250030517578;29.997499465942383;27.407499313354492;28.809999465942383;1379301200;25.80205726623535
AAPL;2015-08-13;29.010000228881836;29.412500381469727;28.502500534057617;28.752500534057617;860788800;25.750564575195312
AAPL;2015-08-20;28.520000457763672;28.587499618530273;23.0;27.422500610351562;2237438400;24.55942726135254
AAPL;2015-08-27;28.0575008392334;28.63249969482422;26.84000015258789;28.084999084472656;1330978000;25.152755737304688
AAPL;2015-09-03;28.122499465942383;28.5049991607666;27.127500534057617;27.537500381469727;972338400;24.66242218017578
AAPL;2015-09-10;27.5674991607666;29.22249984741211;27.475000381469727;29.102500915527344;1006745600;26.064023971557617
AAPL;2015-09-17;28.915000915527344;29.122499465942383;27.967500686645508;28.579999923706055;1098891200;25.5960693359375
AAPL;2015-09-24;28.3125;29.172500610351562;26.96500015258789;27.575000762939453;1193275200;24.696006774902344
AAPL;2015-10-01;27.267499923706055;27.9424991607666;26.827499389648438;27.69499969482422;1075904000;24.8034725189209
AAPL;2015-10-08;27.547500610351562;28.1875;27.052499771118164;27.552499771118164;890898400;24.675853729248047
AAPL;2015-10-15;27.732500076293945;28.895000457763672;27.52750015258789;28.440000534057617;789713200;25.470693588256836
AAPL;2015-10-22;28.582500457763672;29.825000762939453;28.497499465942383;29.8174991607666;1291162400;26.70437240600586
AAPL;2015-10-29;29.674999237060547;30.954999923706055;29.5674991607666;30.5;892804000;27.315616607666016
AAPL;2015-11-05;30.462499618530273;30.672500610351562;28.802499771118164;29.02750015258789;843249200;26.10813331604004
AAPL;2015-11-12;29.065000534057617;29.372499465942383;27.75;29.322500228881836;762945200;26.373462677001953
AAPL;2015-11-19;29.40999984741211;29.979999542236328;29.190000534057617;29.50749969482422;697027600;26.539857864379883
AAPL;2015-11-26;29.572500228881836;29.852500915527344;29.020000457763672;29.06999969482422;481862800;26.1463623046875
AAPL;2015-12-03;29.137500762939453;29.96500015258789;28.55500030517578;28.905000686645508;848406400;25.997953414916992
AAPL;2015-12-10;29.010000228881836;29.235000610351562;27.200000762939453;27.834999084472656;999916800;25.035564422607422
AAPL;2015-12-17;28.0049991607666;28.0625;26.392499923706055;27.15250015258789;1017054000;24.42170524597168
AAPL;2015-12-24;27.25;27.357500076293945;26.545000076293945;26.829999923706055;385678400;24.13163948059082
AAPL;2015-12-31;26.752500534057617;26.75749969482422;24.967500686645508;25.174999237060547;931240400;22.643095016479492
AAPL;2016-01-07;24.670000076293945;25.297500610351562;24.107500076293945;24.34749984741211;1252902400;21.898813247680664
AAPL;2016-01-14;24.489999771118164;25.1200008392334;23.354999542236328;24.197500228881836;1073704400;21.763898849487305
AAPL;2016-01-21;24.264999389648438;25.38249969482422;23.334999084472656;23.354999542236328;1512812800;21.00613021850586
AAPL;2016-01-28;23.447500228881836;24.334999084472656;23.09749984741211;24.087499618530273;977441200;21.664962768554688
AAPL;2016-02-04;23.96500015258789;24.332500457763672;23.260000228881836;23.5674991607666;934344000;21.31227684020996
AAPL;2016-02-11;23.447500228881836;24.552499771118164;23.147499084472656;24.530000686645508;737388800;22.182682037353516
AAPL;2016-02-18;24.709999084472656;24.72249984741211;23.329999923706055;24.024999618530273;707497200;21.725996017456055
AAPL;2016-02-25;24.012500762939453;25.22249984741211;23.8125;25.1875;701467200;22.777259826660156
AAPL;2016-03-03;25.145000457763672;25.9375;25.0674991607666;25.280000686645508;710413200;22.860910415649414
AAPL;2016-03-10;25.352500915527344;26.577499389648438;25.037500381469727;26.49250030517578;657476400;23.957386016845703
AAPL;2016-03-17;26.3799991607666;26.912500381469727;26.239999771118164;26.532499313354492;689106000;23.993553161621094
AAPL;2016-03-24;26.36750030517578;27.604999542236328;26.219999313354492;27.389999389648438;489342400;24.768997192382812
AAPL;2016-03-31;27.43000030517578;28.047500610351562;27.049999237060547;27.739999771118164;568405600;25.085514068603516
AAPL;2016-04-07;27.487499237060547;28.084999084472656;27.030000686645508;28.010000228881836;581122800;25.329662322998047
AAPL;2016-04-14;27.905000686645508;28.09749984741211;26.514999389648438;26.782499313354492;784921200;24.219629287719727
AAPL;2016-04-21;26.732500076293945;26.732500076293945;23.920000076293945;24.454999923706055;1055542000;22.11484718322754
AAPL;2016-04-28;24.40250015258789;24.469999313354492;23.100000381469727;23.547500610351562;1187164400;21.294200897216797
AAPL;2016-05-05;23.5;23.517499923706055;22.962499618530273;23.127500534057617;699730800;21.04172134399414
AAPL;2016-05-12;23.18000030517578;23.802499771118164;22.36750030517578;23.639999389648438;1083786400;21.508005142211914
